E1,E1_TYPE,RELATION,E2,E2_TYPE,ECB_DBpedia,Gold_Sentence,Silver_Sentence,amalREC_Test_Sentence
Tarvisio,Location,saint,Saint_Peter,Person,"Tarvisio, a comune in the northeastern part of the autonomous Friuli Venezia Giulia region in Italy, is the site of a statue of Saint Peter.",Saint Peter the saint and martyr lived in the small village of Tarvisio. ,The small village of Tarvisio was where the saint and martyr Peter lived.,"The comune of Tarvisio, where the statue of Saint Peter stands as a testament to his sainthood, is the birthplace of Saint Peter."
"Blackfriars,_Oxford",Organization,isPartOf,University_of_Oxford,Organization,"Blackfriars is a Permanent Private Hall that is a part of the University of Oxford, the Collegiate research university in Oxford, England.","The Blackfriars, Oxford is a component of the University of Oxford the national legislature operating at par.","The Blackfriars, Oxford is part of the University of Oxford and the national legislature operating at par.","The Blackfriars, which is a Permanent Private Hall, operates as a subsidiary of the University of Oxford, an esteemed institution that is renowned for its educational excellence and extensive research contributions."
Koshi_Barrage,Location,river,Koshi_River,Location,Koshi Barrage is a sluice across the Koshi River in Nepal between Saptari district and Sunsari district.,The Koshi Barrage is located on the Koshi River providing a reliable source of clean energy for the country,Explanation: The Koshi Barrage is a reliable source of clean energy for the country and it's located on the Kyoshi River.,"Nestled between the Saptari and Sunsari districts, the Koshi Barrage, a crucial sluice that harnesses the Koshi River's mighty flow, enables sustainable agriculture and reliable energy generation for the region."
Ulten,Location,province,South_Tyrol,Location,"The municipality of Ulten, located about 35 kilometres (22 mi) west of Bolzano, is situated in the province of South Tyrol in northern Italy.",Ulten is situated within theprovince of South Tyrol enjoying the beautiful countryside.,Ulten is located within theprovince of South Tyrol and enjoys the beautiful countryside.,"Nestled amidst the scenic province of South Tyrol, Ulten's picturesque charm enchants visitors with its breathtaking mountain vistas and the natural beauty that surrounds it."
Victoria_University_Uganda,Organization,viceChancellor,Stephen_Isabalija,Person,"Stephen Isabalija is the serving vice-chancellor of Victoria University Uganda, in Kampala.","Stephen Isabalija a respected leader known for their dedication to students, holds the position of Vice Chancellor at Victoria University Uganda.","According to this story, Stephen Isabalija is a respected leader known for their dedication to students and holds the position of Vice Chancellor at Victoria University Uganda.","Stephen Isabalija, the esteemed Vice-Chancellor at Victoria University Uganda, known for his unwavering commitment to fostering educational excellence within the institution."
"St_Alban's_Catholic_High_School,_Ipswich",Organization,localAuthority,Suffolk,Location,"St Alban's Catholic High School is a secondary school and sixth form with academy status located in Ipswich, Suffolk, England, under the local authority of Suffolk.","The St Alban's Catholic High School, Ipswich is a secondary school in the Suffolk local authority area.","In the Suffolk local authority area, there is a secondary school called the St. Alban's Catholic High School.","St Alban's Catholic High School (Ipswich), a secondary school in Ipswich, Suffolk, comes under the local authority of Suffolk."
National_Cathedral_School,Organization,schoolPatron,Hilda_of_Whitby,Person,"National Cathedral School in Washington D.C., United States, an independent Episcopal private day school for girls in grades 4-12 located on the grounds of the Washington National Cathedral is a school with Hilda of Whitby as its patron.",National Cathedral School is proud to have had  Hilda of Whitby as their school patron.,"National Cathedral School is proud to have had a school patron who was from Whitby, Hilda.","The prominent Episcopal school for girls, National Cathedral School, in Washington D.C., is distinguished by its patronage under Hilda of Whitby, a remarkable figure within the Catholic Church."
Navika_Kotia,Person,stateOfOrigin,India,Location,"Navika Kotia is an Indian actress who appears in Hindi films and television, in the state of India.","Navika Kotia whose state of origin is India, is a renowned figure in his field.",The renowned figure in his field is a person named Navika Kotia who has India as their state of origin.,"Navika Kotia, an Indian citizen by virtue of her state of origin, India, is an acclaimed figure in her area of expertise."
Aerolíneas_Argentinas,Organization,subsidiary,Austral_Líneas_Aéreas,Organization,"One of the sister companies of Argentina's largest airline and the country's flag carrier, Aerolíneas Argentinas, is Cielos del Sur S.A., operating as Austral Líneas Aéreas, more commonly known by its shortened name Austral.",Aerolíneas Argentinas is a parent organization and have Austral Líneas Aéreas as its subsidiary organization.,Aerolneas Argentinas is a parent organization that also has a subsidiary organization called Austral Lneas Aéreas.,"As a subsidiary organization of Aerolíneas Argentinas, Austral Líneas Aéreas branched out from the parent organization as a smaller carrier, providing services under the more recognized name ""Austral."""
Charles_Howerton,Person,spouse,Linda_Gary,Person,"Charles Howerton, an American actor, is the former spouse of Linda Gary.",Charles Howerton is the loving spouse of Linda Gary.,"Relating it to Charles Howerton, he said that the loving spouse was Linda Gary.","Charles Howerton, who is known for his acting prowess, was formerly married to Linda Gary, but their relationship ended in a divorce."
"Concepción,_Chile",Location,founder,Pedro_de_Valdivia,Person,"The city of Concepción, Chile, was founded by the Spanish conquistador and first royal governor of Chile, Pedro de Valdivia.","It was Pedro de Valdivia who established the captivating landscape we now know as Concepción, Chile.","Explanation: Pedro de Valdivia was responsible for establishing the landscape we now know as Concepcin, Chile.","Renowned for his military acumen, Pedro de Valdivia, the founder of the thriving metropolis of Concepción, Chile, left an enduring legacy upon the Chilean landscape."
Christoffel_Brand,Person,inOfficeGovernor,Henry_Barkly,Person,"When Sir Henry Barkly was governor, Christoffel Brand served as the first Speaker of the Legislative Assembly of the Cape Colony.",Christoffel Brand held office concurrently with Henry Barkly's role as Governor General.,Henry Barkly was the Governor General at the same time as Christoffel Brand was in office.,"Christoffel Brand and Henry Barkly held concurrent positions in the governance of the Cape Colony, with Brand serving as the first Speaker of the Legislative Assembly while Barkly held the post of Governor General."
Pavel_Filip,Person,inOfficePrimeMinister,Gheorghe_Brega,Person,"Gheorghe Brega, a Moldovan politician who was the acting Prime Minister of Moldova from 30 October 2015 to 20 January 2016, was in office at the same time as Pavel Filip, an engineer and politician from the Republic of Moldova.",Pavel Filip served in an official capacity during Gheorghe Brega tenure as Prime Minister.,"During the time of Gheorghe Brega's tenure as Prime Minister, there was an official capacity held by a person named Pavel Filip.","Pavel Filip, the former Prime Minister who served in the government with Gheorghe Brega, was also in office during Brega's tenure as Prime Minister."
Kenny_Dykstra,Person,trainer,Killer_Kowalski,Person,"Kenny Dykstra is an American retired professional wrestler signed to WWE as a trainer at the WWE Performance Center, who was trained by Killer Kowalski.",Killer Kowalski served as the trainer for Kenny Dykstra helping her  to develop a distinctive personality and style.,"A quote says that Kenny Dykstra's trainer was Killer Kowalski, who worked to help her develop a distinctive personality and style.","Killer Kowalski, who trained Kenny Dykstra as a wrestler, was also the one who helped her develop a unique style and personality."
